2021-06-08 19:53:50;1
2021-06-08 19:53:52;0
2021-06-08 19:59:28;1
2021-06-08 19:59:28;0
2021-06-08 19:59:29;1
2021-06-08 19:59:29;0
2021-06-08 19:59:30;0
2021-06-08 19:59:30;1
2021-06-08 19:59:30;0
2021-06-08 19:59:35;1
2021-06-08 19:59:35;0
2021-06-08 19:59:37;1
2021-06-08 19:59:37;0
2021-06-08 19:59:38;1
2021-06-08 19:59:38;0
2021-06-08 19:59:39;1
2021-06-08 19:59:39;0
2021-06-08 19:59:44;1
2021-06-08 19:59:44;0
2021-06-08 19:59:45;1
2021-06-08 19:59:45;0
2021-06-08 19:59:53;1
2021-06-08 19:59:53;0
2021-06-08 20:00:03;1
2021-06-08 20:00:04;0
2021-06-08 20:00:04;1
2021-06-08 20:00:05;0
2021-06-08 20:00:20;1
2021-06-08 20:00:22;0
2021-06-08 20:01:39;1
2021-06-08 20:01:43;0
2021-06-08 20:02:02;1
2021-06-08 20:02:04;0
2021-06-08 20:03:28;0
2021-06-08 20:43:17;1
2021-06-08 20:43:23;0
2021-06-08 23:31:12;0
2021-06-08 23:35:16;1
2021-06-08 23:35:19;0
2021-06-08 23:35:21;1
2021-06-08 23:35:23;0
2021-06-08 23:51:10;0
2021-06-09 00:15:18;1
2021-06-09 00:15:20;0
2021-06-09 09:32:23;0
2021-06-09 09:32:28;1
2021-06-09 09:32:30;0
2021-06-09 09:32:41;1
2021-06-09 09:32:43;0
2021-06-09 09:32:44;1
2021-06-09 09:32:44;0
2021-06-09 09:32:45;1
2021-06-09 09:32:45;0
2021-06-09 09:34:44;1
2021-06-09 09:34:46;0
