2021-06-08 20:26:31;70.19
2021-06-08 20:26:34;70.19
2021-06-08 20:26:36;70.19
2021-06-08 20:26:38;70.19
2021-06-08 20:26:41;70.19
2021-06-08 20:26:43;70.19
2021-06-08 20:26:46;70.19
2021-06-08 20:26:48;70.19
2021-06-08 20:26:51;70.19
2021-06-08 20:26:53;70.19
2021-06-08 20:26:55;70.19
2021-06-08 20:26:58;70.19
2021-06-08 20:27:00;70.19
2021-06-08 20:27:02;70.19
2021-06-08 20:27:05;70.19
2021-06-08 20:27:07;70.19
2021-06-08 20:27:09;69.79
2021-06-08 20:27:12;69.79
2021-06-08 20:27:14;69.79
2021-06-08 20:27:17;69.79
2021-06-08 20:27:19;69.79
2021-06-08 20:27:21;69.79
2021-06-08 20:27:24;69.79
2021-06-08 20:27:26;69.79
2021-06-08 20:27:28;69.79
2021-06-08 20:27:31;69.79
2021-06-08 20:27:33;69.79
2021-06-08 20:27:35;69.79
2021-06-08 20:27:37;69.79
2021-06-08 20:27:40;69.79
2021-06-08 20:27:42;69.79
2021-06-08 20:27:44;69.79
2021-06-08 20:27:47;69.79
2021-06-08 20:27:49;69.79
2021-06-08 20:27:52;69.79
2021-06-08 20:27:54;69.79
2021-06-08 20:27:56;69.79
2021-06-08 20:27:59;69.79
2021-06-08 20:28:01;69.79
2021-06-08 20:28:03;69.79
2021-06-08 20:28:06;69.79
2021-06-08 20:28:09;69.79
2021-06-08 20:28:11;69.79
2021-06-08 20:28:14;0.00
2021-06-08 20:28:16;0.00
2021-06-08 20:28:19;0.00
2021-06-08 20:28:21;0.00
2021-06-08 20:28:24;0.00
2021-06-08 20:28:26;0.00
2021-06-08 20:28:28;0.00
2021-06-08 20:28:31;0.00
2021-06-08 20:28:33;0.00
2021-06-08 20:28:35;0.00
2021-06-08 20:28:38;0.00
2021-06-08 20:28:40;0.00
2021-06-08 20:28:42;0.00
2021-06-08 20:28:45;0.00
2021-06-08 20:28:47;0.00
2021-06-08 20:28:49;0.00
2021-06-08 20:28:52;0.00
2021-06-08 20:28:54;0.00
2021-06-08 20:28:57;0.00
2021-06-08 20:28:59;0.00
2021-06-08 20:29:01;0.00
2021-06-08 20:29:04;0.00
2021-06-08 20:29:06;0.00
2021-06-08 20:29:08;0.00
2021-06-08 20:29:11;0.00
2021-06-08 20:29:13;0.00
2021-06-08 20:29:15;0.00
2021-06-08 20:29:18;0.00
2021-06-08 20:29:20;0.00
2021-06-08 20:29:22;9.78
2021-06-08 20:29:25;9.78
2021-06-08 20:29:27;0.00
2021-06-08 20:29:29;30.60
2021-06-08 20:29:32;44.28
2021-06-08 20:29:34;58.06
2021-06-08 20:29:36;63.93
2021-06-08 20:29:39;70.19
2021-06-08 20:29:41;72.92
2021-06-08 20:29:44;75.27
2021-06-08 20:29:46;76.44
2021-06-08 20:29:48;77.22
2021-06-08 20:29:51;78.01
2021-06-08 20:29:53;78.40
2021-06-08 20:29:55;78.79
2021-06-08 20:29:57;79.18
2021-06-08 20:30:00;79.18
2021-06-08 20:30:02;79.18
2021-06-08 20:30:04;79.57
2021-06-08 20:30:07;79.57
2021-06-08 20:30:09;79.57
2021-06-08 20:30:11;79.57
2021-06-08 20:30:14;79.57
2021-06-08 20:30:17;79.57
2021-06-08 20:30:19;79.57
2021-06-08 20:30:22;79.57
2021-06-08 20:30:24;79.57
2021-06-08 20:30:26;79.57
2021-06-08 20:30:29;79.18
2021-06-08 20:30:31;79.18
2021-06-08 20:30:33;79.18
2021-06-08 20:30:36;79.18
2021-06-08 20:30:38;79.18
2021-06-08 20:30:40;79.18
2021-06-08 20:30:43;79.18
2021-06-08 20:30:45;79.18
2021-06-08 20:30:47;79.18
2021-06-08 20:30:50;79.18
2021-06-08 20:30:52;79.18
2021-06-08 20:30:54;79.18
2021-06-08 20:30:57;79.18
2021-06-08 20:30:59;79.18
2021-06-08 20:31:01;79.18
2021-06-08 20:31:04;79.18
2021-06-08 20:31:06;79.18
2021-06-08 20:31:08;79.18
